H,M,M_lower,M_upper,sample,p_used
4,8.280084538956206e-4,-0.04229860423306227,0.0448786760230989,Baseline (v level),4
8,0.008761442652394492,-0.07052258342605934,0.08749091935474879,Baseline (v level),4
12,0.012278920391454182,-0.09481199654480275,0.11684177518713086,Baseline (v level),4
4,-0.0015420322533259007,-0.050535396785336625,0.04739746775184466,Robustez (delta v),4
8,-0.0029580929256411434,-0.09385583040097928,0.08754092676301072,Robustez (delta v),4
12,-0.001339969949257721,-0.12429191849099765,0.12092094125971994,Robustez (delta v),4
