stable,max_root_mod,serial_p,arch_p,p,svar_B,svar_method
TRUE,0.7346557865950323,5.068923246339674e-4,0.9999999994830188,1,diag_free,direct
FALSE,1.0423432906211574,0.013260174496901533,0.999999999999977,6,diag_free,direct
