tag,p_used,stable,max_root_mod,serial_p,arch_p,svar_B,svar_method
baseline_mean_winsor,4,TRUE,0.961329263708833,0.2907815433122871,0.99999999999822,NA,NA
robust_mean_nowinsor,4,TRUE,0.966583060183427,0.41008530968784407,0.99999999999822,NA,NA
robust_median,4,TRUE,0.9625380996287926,0.2927767847686067,0.99999999999822,NA,NA
