year,trimestre,n_obs,masa_salarial,suma_pesos,media_pond,media_simple,mediana_pond,mediana_simple,p99_5,t_index,version,trimestre_raw,ipc_q_avg,deflator_q,sd_nominal,var_nominal,cv_nominal,media_pond_real,media_simple_real,mediana_pond_real,mediana_simple_real,mean_nominal,mean_real,median_nominal,median_real,masa_salarial_real,p99_5_real,sd_real,var_real,cv_real,media_ajustada_cv,flag_cv_neg,flag_cv_hi,flag_adj_neg
2017,3,3570,1409059925.366642,2329.2940413951874,604930.0347338936,604930.0347338936,400000,400000,5000000,2017.3,winsor_p99_5,T3,96.73885984058631,0.9673885984058631,NA,NA,NA,625322.6839046311,625322.6839046311,413484.30264647584,413484.30264647584,604930.0347338936,625322.6839046311,400000,413484.30264647584,1456560401.5683033,5168553.7830809485,702490.9297687253,493493506407.3281,1.123405479843209,-77168.24586409426,FALSE,FALSE,TRUE
2017,4,3539,1411659111.0404885,2260.9809723496437,624356.9177733823,624356.9177733823,400000,400000,5000000,2017.4,winsor_p99_5,T4,97.37722485085186,0.9737722485085186,NA,NA,NA,641173.4558359827,641173.4558359827,410773.66972889326,410773.66972889326,624356.9177733823,641173.4558359827,400000,410773.66972889326,1449680983.6208217,5134670.871611166,716320.6300548005,513115245042.1064,1.1172025659122748,-75147.1742188178,FALSE,FALSE,TRUE
2018,1,3599,1558424967.557045,2347.0899062752724,663981.7943873297,663981.7943873298,420000,420000,5000000,2018.1,winsor_p99_5,T1,98.04606084504982,0.9804606084504982,NA,NA,NA,677214.1467638096,677214.1467638097,428370.09093487216,428370.09093487216,663981.7943873297,677214.1467638096,420000,428370.09093487216,1589482488.2561584,5099643.939700859,784654.543195357,615682752157.1144,1.1586505493793517,-107440.39643154734,FALSE,FALSE,TRUE
2018,2,3488,1576619557.4411383,2331.0249004364014,676363.2413990826,676363.2413990826,450000,450000,5000000,2018.2,winsor_p99_5,T2,98.72249831117561,0.9872249831117561,NA,NA,NA,685115.6048210711,685115.6048210711,455823.1484191066,455823.1484191066,676363.2413990826,685115.6048210711,450000,455823.1484191066,1597021534.5154624,5064701.649101185,705178.5821568837,497276832732.7927,1.0292840758473927,-20062.977335812557,FALSE,FALSE,TRUE
2018,3,3470,1510444748.7292202,2285.2430415153503,660955.8463976945,660955.8463976945,450000,450000,5000000,2018.3,winsor_p99_5,T3,99.45878501103364,0.9945878501103365,NA,NA,NA,664552.5041597584,664552.5041597584,452448.72029160464,452448.72029160464,660955.8463976945,664552.5041597584,450000,452448.72029160464,1518663985.8526888,5027208.003240052,696713.2975842026,485409419030.6536,1.0483946614046806,-32160.793424444124,FALSE,FALSE,TRUE
2018,4,3510,1546202162.0739698,2268.491932153702,681599.1452991453,681599.1452991453,450000,450000,5000000,2018.4,winsor_p99_5,T4,100.06923213218228,1.0006923213218228,NA,NA,NA,681127.586148373,681127.586148373,449688.67094492266,449688.67094492266,681599.1452991453,681127.586148373,450000,449688.67094492266,1545132433.9449098,4996540.788276918,731977.5201831104,535791090053.4158,1.0746555198597705,-50849.93403473739,FALSE,FALSE,TRUE
2019,1,3125,1353544917.6707268,2073.45113158226,652798.08,652798.08,450000,450000,4800000,2019.1,winsor_p99_5,T1,100.30091487468133,1.0030091487468134,NA,NA,NA,650839.6068127828,650839.6068127828,448649.9455785046,448649.9455785046,652798.08,650839.6068127828,450000,448649.9455785046,1349484119.2245178,4785599.419504048,637706.99939321,406670217075.09155,0.9798220524963374,13132.607419572765,FALSE,FALSE,FALSE
2019,2,3156,1494266054.3802977,2168.0212483406067,689230.3548795944,689230.3548795944,450000,450000,4800000,2019.2,winsor_p99_5,T2,101.318346289462,1.01318346289462,NA,NA,NA,680262.1441436618,680262.1441436618,444144.6356757246,444144.6356757246,689230.3548795944,680262.1441436618,450000,444144.6356757246,1474822782.9451995,4737542.780541062,693403.6491638168,480808620673.6975,1.0193182953561204,-13141.505020155006,FALSE,FALSE,TRUE
2019,3,3161,1419890809.517036,2097.2822728157043,677014.6431509017,677014.6431509017,450000,450000,4800000,2019.3,winsor_p99_5,T3,101.91285275793386,1.0191285275793387,NA,NA,NA,664307.420339773,664307.420339773,441553.7273486515,441553.7273486515,677014.6431509017,664307.420339773,450000,441553.7273486515,1393240176.3785365,4709906.425052283,705335.9237971341,497498765398.7565,1.0617613204386251,-41028.50345736116,FALSE,FALSE,TRUE
2019,4,3198,1470898988.0857725,2115.5343021154404,695284.8680425265,695284.8680425265,450000,450000,4800000,2019.4,winsor_p99_5,T4,102.90408474104407,1.0290408474104407,NA,NA,NA,675663.0407745193,675663.0407745193,437300.4250826538,437300.4250826538,695284.8680425265,675663.0407745193,450000,437300.4250826538,1429388339.4301193,4664537.867548307,726140.4315103616,527279926274.05414,1.0747079353015663,-50477.390735842324,FALSE,FALSE,TRUE
