h,irf,lower,upper,impulse,response,relation,ci,ci_label,ci_tag,tag,wage_col,p_used,block,block_title
6,-0.00410946733047372,-0.01475772018639347,0.009239927974360766,gw,ga,gw -> ga,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
7,0.0021812044815720617,-0.008660266576580106,0.012887857805604095,gw,ga,gw -> ga,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
8,0.004138902430595393,-0.006218878397578327,0.0137955538323876,gw,ga,gw -> ga,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
9,0.003545846363555991,-0.005669611314882687,0.01121092681709373,gw,ga,gw -> ga,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
10,-0.0019754803793553865,-0.009653879105630002,0.005199264040352171,gw,ga,gw -> ga,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
11,-3.4506254251810963e-4,-0.00788037832601415,0.006358520929210015,gw,ga,gw -> ga,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
12,5.270382205556808e-4,-0.005700695344733914,0.00684302101657188,gw,ga,gw -> ga,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
0,0.04229704835235064,0.032079310855451994,0.04116042311317824,gw,gw,gw -> gw,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
1,4.0176271257885514e-5,-0.006655890102138228,0.0038121148099412167,gw,gw,gw -> gw,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
2,-0.005574687066854679,-0.010617063002471644,-5.464574199213466e-4,gw,gw,gw -> gw,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
3,0.0027737625272429506,-0.0027208640191056757,0.006937863282225131,gw,gw,gw -> gw,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
4,6.201363472167076e-4,-0.005647064020705433,0.003834332465242217,gw,gw,gw -> gw,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
5,0.0017092816122880165,-0.001968052946792916,0.004768432490284353,gw,gw,gw -> gw,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
6,0.0022722612840051916,-0.0011034669604498206,0.0055986972221266,gw,gw,gw -> gw,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
7,0.0021159822271266753,-0.0013125042650506341,0.004472706903468701,gw,gw,gw -> gw,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
8,-2.2146243024934538e-5,-0.002722465498132499,0.002503449771401508,gw,gw,gw -> gw,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
9,7.106414637977074e-4,-0.0020592180497022252,0.0024794991229154283,gw,gw,gw -> gw,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
10,0.0016029143468489957,-8.954778100399567e-4,0.0029684366438868614,gw,gw,gw -> gw,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
11,0.0024932957108734386,-1.7798481331725807e-5,0.003675365121153369,gw,gw,gw -> gw,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
12,0.0014083575152470508,-6.437933348466606e-4,0.0026065767188262817,gw,gw,gw -> gw,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
0,0.04229704835235064,0.02986374809930436,0.043441378113168894,gw,gw,gw -> gw,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
1,4.0176271257885514e-5,-0.00961775306970389,0.007523160851652717,gw,gw,gw -> gw,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
2,-0.005574687066854679,-0.01373793134722508,0.002839133022595694,gw,gw,gw -> gw,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
3,0.0027737625272429506,-0.005895537162745556,0.009910849425723116,gw,gw,gw -> gw,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
4,6.201363472167076e-4,-0.008737864369790781,0.007223111680749567,gw,gw,gw -> gw,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
5,0.0017092816122880165,-0.004320857117280877,0.006776925824269064,gw,gw,gw -> gw,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
6,0.0022722612840051916,-0.0031806755105451756,0.00786818541267875,gw,gw,gw -> gw,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
7,0.0021159822271266753,-0.0029940636943458112,0.0062258903257883715,gw,gw,gw -> gw,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
8,-2.2146243024934538e-5,-0.00439356875676894,0.004571614060989911,gw,gw,gw -> gw,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
9,7.106414637977074e-4,-0.003626819961178382,0.004218071117287883,gw,gw,gw -> gw,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
10,0.0016029143468489957,-0.0023204741121508276,0.00466119087498143,gw,gw,gw -> gw,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
11,0.0024932957108734386,-0.0010576283684831061,0.0050880616790497405,gw,gw,gw -> gw,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
12,0.0014083575152470508,-0.0016435971607980187,0.003901699795761546,gw,gw,gw -> gw,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
0,0.04229704835235064,0.02815169185024657,0.045727688708807814,gw,gw,gw -> gw,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
1,4.0176271257885514e-5,-0.011538195529613493,0.00862793989917138,gw,gw,gw -> gw,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
2,-0.005574687066854679,-0.014925088091307841,0.003946432049956234,gw,gw,gw -> gw,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
3,0.0027737625272429506,-0.007239626833865061,0.011257708492988693,gw,gw,gw -> gw,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
4,6.201363472167076e-4,-0.009926090056744698,0.008092817512021887,gw,gw,gw -> gw,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
5,0.0017092816122880165,-0.005420353485342651,0.008168482880942487,gw,gw,gw -> gw,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
6,0.0022722612840051916,-0.004310220016964079,0.00918275939170733,gw,gw,gw -> gw,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
7,0.0021159822271266753,-0.00436235244468172,0.007735745916227259,gw,gw,gw -> gw,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
8,-2.2146243024934538e-5,-0.005354083283578075,0.005374281503963206,gw,gw,gw -> gw,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
9,7.106414637977074e-4,-0.004952694165849496,0.005099012853819144,gw,gw,gw -> gw,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
10,0.0016029143468489957,-0.002947550737004191,0.005574499719665254,gw,gw,gw -> gw,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
11,0.0024932957108734386,-0.0016916878533880918,0.006016430967321726,gw,gw,gw -> gw,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
12,0.0014083575152470508,-0.0022967056529360572,0.004689265456862987,gw,gw,gw -> gw,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
0,0.001506190417946902,-9.59028027264616e-6,0.0024493681771199432,gw,v,gw -> v,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
1,6.636061405017756e-4,-0.0016775497015535975,0.002451153164031452,gw,v,gw -> v,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
2,0.004019743822385373,4.563444766091831e-4,0.005919638156159592,gw,v,gw -> v,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
3,0.004034521627113635,1.563356247536611e-4,0.0058564983852552165,gw,v,gw -> v,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
4,0.0047879314904820825,5.267139286547853e-4,0.00643142704878576,gw,v,gw -> v,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
5,0.004311236908991741,6.732907263473776e-4,0.005576007388313202,gw,v,gw -> v,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
6,0.003680555771555262,3.96256802821629e-4,0.004524026659953109,gw,v,gw -> v,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
7,0.00339522682975823,2.977309550725178e-4,0.004087140661324086,gw,v,gw -> v,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
8,0.0020756537053491396,-5.118031412613636e-4,0.0026714282080994734,gw,v,gw -> v,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
9,0.001166896614775469,-9.05327523016904e-4,0.0015946707391436832,gw,v,gw -> v,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
10,8.751511317991009e-4,-8.147699369304214e-4,0.0012843405553011945,gw,v,gw -> v,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
11,9.628214095191565e-4,-5.038962860540949e-4,0.001358159370025325,gw,v,gw -> v,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
12,5.700730185577598e-4,-5.9324879718813e-4,0.0010392251991290786,gw,v,gw -> v,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
0,0.001506190417946902,-8.61251843183607e-4,0.003489573984058532,gw,v,gw -> v,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
1,6.636061405017756e-4,-0.0034799039033226826,0.0041726322208146295,gw,v,gw -> v,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
2,0.004019743822385373,-0.0015813465453237549,0.008126347303986472,gw,v,gw -> v,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
3,0.004034521627113635,-0.0018742681543452023,0.008178979785702386,gw,v,gw -> v,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
4,0.0047879314904820825,-0.0015353732913192593,0.008554732563241862,gw,v,gw -> v,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
5,0.004311236908991741,-9.158759054487967e-4,0.0075325726239723195,gw,v,gw -> v,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
6,0.003680555771555262,-8.592114192372191e-4,0.00651399076041463,gw,v,gw -> v,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
7,0.00339522682975823,-7.561052227094561e-4,0.0058675493921285776,gw,v,gw -> v,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
8,0.0020756537053491396,-0.001243019728378235,0.004129488115175728,gw,v,gw -> v,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
9,0.001166896614775469,-0.0016655455733386537,0.0029019850340928307,gw,v,gw -> v,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
10,8.751511317991009e-4,-0.001565087187905295,0.002500341679177973,gw,v,gw -> v,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
11,9.628214095191565e-4,-0.0012219119645605146,0.0024524287686504714,gw,v,gw -> v,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
12,5.700730185577598e-4,-0.0012644560463562025,0.0021442758900493313,gw,v,gw -> v,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
0,0.001506190417946902,-0.0012250323464143725,0.0036901928470935894,gw,v,gw -> v,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
1,6.636061405017756e-4,-0.004297505326068649,0.005397072775107603,gw,v,gw -> v,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
2,0.004019743822385373,-0.0032398562393807693,0.009958237394704837,gw,v,gw -> v,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
3,0.004034521627113635,-0.0032870475058849936,0.009351286300424647,gw,v,gw -> v,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
4,0.0047879314904820825,-0.002827621497842121,0.010927862773495037,gw,v,gw -> v,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
5,0.004311236908991741,-0.002026788094873943,0.009126724183651548,gw,v,gw -> v,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
6,0.003680555771555262,-0.0014701689582341181,0.007461889933875612,gw,v,gw -> v,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
7,0.00339522682975823,-0.0013927713810135535,0.006535862138561362,gw,v,gw -> v,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
8,0.0020756537053491396,-0.001987565993793423,0.004911866668253011,gw,v,gw -> v,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
9,0.001166896614775469,-0.002133531196901417,0.003616312220133888,gw,v,gw -> v,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
10,8.751511317991009e-4,-0.001977228046816764,0.003203100397954445,gw,v,gw -> v,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
11,9.628214095191565e-4,-0.0016014535548928759,0.0030237773901940256,gw,v,gw -> v,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
12,5.700730185577598e-4,-0.001545448738220981,0.0026818707447348483,gw,v,gw -> v,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_gw,Shock salarial
0,0,0,0,v,ga,v -> ga,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
1,-0.0024070094879820314,-0.006725530238117639,0.003541679090346649,v,ga,v -> ga,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
2,0.01225646565062799,0.005069574306363997,0.014634900537720234,v,ga,v -> ga,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
3,-0.0173934701567416,-0.02009813191609174,-0.008308966211773888,v,ga,v -> ga,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
4,0.008372022447991262,0.002499021685743976,0.012370382824786178,v,ga,v -> ga,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
5,9.922644156114184e-4,-0.003613265036000965,0.006565593075652253,v,ga,v -> ga,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
6,0.011833561842898112,0.004497060448637343,0.01300728019317936,v,ga,v -> ga,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
7,-0.01075481810031456,-0.012481714007798761,-0.004498987350348138,v,ga,v -> ga,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
8,0.0058624260403039,9.151636660800055e-4,0.008306247086702155,v,ga,v -> ga,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
9,-0.0040445702357602515,-0.006396317763630628,7.041659285868937e-4,v,ga,v -> ga,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
10,0.009130168139809608,0.0030025560269834797,0.009915822979194373,v,ga,v -> ga,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
11,-0.006609670273644954,-0.008370399556727562,-0.0018636791749224403,v,ga,v -> ga,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
12,0.0050415501086552884,3.962637381616759e-4,0.006567790372558868,v,ga,v -> ga,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
0,0,0,0,v,ga,v -> ga,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
1,-0.0024070094879820314,-0.010755308324572412,0.007096986743136804,v,ga,v -> ga,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
2,0.01225646565062799,0.0019035568637930172,0.018950441644814763,v,ga,v -> ga,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
3,-0.0173934701567416,-0.024792279367457495,-0.005056793718254107,v,ga,v -> ga,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
4,0.008372022447991262,-9.944627981018435e-4,0.01592342300265444,v,ga,v -> ga,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
5,9.922644156114184e-4,-0.00699126430735337,0.010736135182170047,v,ga,v -> ga,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
6,0.011833561842898112,0.0015721191874919238,0.016095256418774326,v,ga,v -> ga,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
7,-0.01075481810031456,-0.015662618555706175,-0.0021056375253091803,v,ga,v -> ga,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
8,0.0058624260403039,-0.0016983012158346537,0.011224621738232809,v,ga,v -> ga,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
9,-0.0040445702357602515,-0.008880022332063737,0.0031137060034203785,v,ga,v -> ga,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
10,0.009130168139809608,0.001158707056936758,0.012507684244469852,v,ga,v -> ga,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
11,-0.006609670273644954,-0.011045450392852221,2.646153762954556e-4,v,ga,v -> ga,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
12,0.0050415501086552884,-0.0016064106857123853,0.009018284926312639,v,ga,v -> ga,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
0,0,0,0,v,ga,v -> ga,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
1,-0.0024070094879820314,-0.014192112895399307,0.00954895726656502,v,ga,v -> ga,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
2,0.01225646565062799,4.0889197096020697e-4,0.020687130689673205,v,ga,v -> ga,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
3,-0.0173934701567416,-0.027196681729514855,-0.00200560889936044,v,ga,v -> ga,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
4,0.008372022447991262,-0.002290492436351213,0.017499657699419403,v,ga,v -> ga,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
5,9.922644156114184e-4,-0.008878857801873809,0.012636214496334475,v,ga,v -> ga,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
6,0.011833561842898112,5.75425522220394e-4,0.017601982527163513,v,ga,v -> ga,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
7,-0.01075481810031456,-0.01703317301801639,-9.255820111609405e-4,v,ga,v -> ga,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
8,0.0058624260403039,-0.0029595216631976506,0.012506552433724704,v,ga,v -> ga,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
9,-0.0040445702357602515,-0.01012154206393696,0.0048526336463404025,v,ga,v -> ga,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
10,0.009130168139809608,-1.5411589929690726e-4,0.0137343594403258,v,ga,v -> ga,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
11,-0.006609670273644954,-0.012229914389041032,0.0010484939750808099,v,ga,v -> ga,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
12,0.0050415501086552884,-0.0025625746673774794,0.010004742252092493,v,ga,v -> ga,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
0,0,0,0,v,gw,v -> gw,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
1,0.0020712598932650325,-0.003074576361520154,0.006241235013006014,v,gw,v -> gw,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
2,0.004472916572942152,-0.001121018203621039,0.007402020887144957,v,gw,v -> gw,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
3,-0.0023617365740849446,-0.006393001395936156,0.0019470638455760122,v,gw,v -> gw,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
4,0.0026257649118016655,-7.74620171955606e-4,0.004903457368204345,v,gw,v -> gw,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
5,0.0013722915594755686,-0.0015621648634592052,0.0033600663755348216,v,gw,v -> gw,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
6,0.0023692613466796174,-6.575039542700934e-4,0.004175501263673832,v,gw,v -> gw,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
7,-3.2788004805455855e-4,-0.002766596444631336,0.0017282673678884204,v,gw,v -> gw,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
8,0.004934034878632154,0.001844229740900013,0.006163333562947143,v,gw,v -> gw,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
9,0.0010203911086865962,-0.0011470694503314194,0.002125518358904102,v,gw,v -> gw,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
10,0.0014630740259544825,-7.59790352695055e-4,0.0022287342868944,v,gw,v -> gw,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
11,-0.0013012154901347521,-0.0026244397006880927,1.5808595470866851e-4,v,gw,v -> gw,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
12,0.002348495052960596,2.706692032348465e-4,0.0028405964108644565,v,gw,v -> gw,0.68,68%,ci068,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
0,0,0,0,v,gw,v -> gw,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
1,0.0020712598932650325,-0.005809036410647538,0.009442272663371649,v,gw,v -> gw,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
2,0.004472916572942152,-0.0036479221714257187,0.010066018868585307,v,gw,v -> gw,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
3,-0.0023617365740849446,-0.00889388100162367,0.0043859654474995916,v,gw,v -> gw,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
4,0.0026257649118016655,-0.0029720655287308767,0.007024803720484368,v,gw,v -> gw,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
5,0.0013722915594755686,-0.003487042251301313,0.00520251094836788,v,gw,v -> gw,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
6,0.0023692613466796174,-0.002329628413782876,0.006129208570605624,v,gw,v -> gw,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
7,-3.2788004805455855e-4,-0.004260721328509583,0.0035004659033439074,v,gw,v -> gw,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
8,0.004934034878632154,8.017080941704667e-4,0.007680471836381583,v,gw,v -> gw,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
9,0.0010203911086865962,-0.0023148673352780345,0.0033488609067203324,v,gw,v -> gw,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
10,0.0014630740259544825,-0.0018498032336315981,0.003379917979307177,v,gw,v -> gw,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
11,-0.0013012154901347521,-0.003641102004644379,0.0011059805295195841,v,gw,v -> gw,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
12,0.002348495052960596,-3.5765554658772524e-4,0.004012140642099883,v,gw,v -> gw,0.9,90%,ci090,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
0,0,0,0,v,gw,v -> gw,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
1,0.0020712598932650325,-0.0077986581767068505,0.011228668023943318,v,gw,v -> gw,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
2,0.004472916572942152,-0.004649517249215207,0.011358443738601696,v,gw,v -> gw,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
3,-0.0023617365740849446,-0.01048886117772966,0.005781756472114308,v,gw,v -> gw,0.95,95%,ci095,baseline_mean_winsor,w_real_mean_winsor,4,shock_v,Shock laboral
